Spp,Date,Day,Rep,Psi_leaf,Psi_xylem,hhmmss,E,A,Ca,Ci,gsw,RHcham,VPDleaf,Tair,Tleaf,Q,hhmmss_WithoutDaylightSavings,CiCa,Psi_diff,hhmmss_int,WUE,iWUE
EF,Apr-13,6,7,-2.658,-1.832,14:28:00,0.002775907,17.97573253,390.4741379,235.7135375,0.204271002,67.72932545,1.415657337,26.31207586,27.76684483,1999.984138,13:28:05,0.603659794,0.826,13.62166667,6475.624915,87.99943386
ER,Apr-13,6,7,-2.043,-1.727,14:40:00,0.003758198,14.7236106,391.9084333,287.4001794,0.26005691,65.30618771,1.524868575,27.56072,28.64710333,1999.971333,13:40:03,0.733335022,0.316,13.83444444,3917.731477,56.61687897
HD,Apr-13,6,7,-1.601,-0.953,15:17:00,0.003151765,12.27224948,393.2484483,289.2196476,0.215802815,61.67550677,1.528110966,26.00585862,27.1458,2000.007241,14:17:14,0.735462909,0.648,14.49027778,3893.770468,56.86788414
PL,Apr-13,6,7,-1.18,-0.735,14:32:00,0.002125628,10.02066939,394.5763667,267.7227865,0.13975771,64.84183805,1.557725947,26.48806333,28.06682333,2000.005333,13:32:47,0.678506898,0.445,13.6925,4714.215935,71.70029754
AB,Apr-13,6,8,-1.036,-0.496,15:56:00,0.000636961,4.548377737,397.6025484,141.8463859,0.029738556,57.02670756,2.125420896,27.17436129,29.69962581,2000.006129,14:56:56,0.356754217,0.54,15.18166667,7140.747608,152.9454805
AE,Apr-13,6,8,-1.347,-0.898,15:24:00,0.002306951,10.40645879,394.3552,268.3587235,0.146807392,58.39141991,1.615224157,26.30225333,27.19811,1999.991667,14:24:03,0.680500025,0.449,14.61444444,4510.914532,70.88511449
AF,Apr-13,6,8,-1.271,-0.738,16:02:00,0.003473495,11.33480068,393.6456333,305.8071052,0.241705527,64.09501047,1.510860134,26.58510333,27.79449,2000.010333,15:02:29,0.776858878,0.533,15.28777778,3263.226428,46.89508271
EF,Apr-13,6,8,-2.518,-2.108,15:30:00,0.00366107,19.63539664,389.4711,234.3482452,0.225796461,59.6354017,1.69887066,26.80371667,28.06315667,1999.989,14:30:20,0.601708946,0.41,14.72055556,5363.294512,86.96060405
ER,Apr-13,6,8,-1.766,-0.943,15:44:00,0.003163235,15.21835394,391.7765862,249.6719176,0.19106621,59.80761358,1.71874274,26.72731034,28.13724483,1999.995862,14:44:54,0.637281365,0.823,14.96888889,4811.009596,79.64963528
HD,Apr-13,6,8,-1.534,-0.87,16:11:00,0.003365859,15.61973606,391.5215806,277.496293,0.248850049,65.2273088,1.425754264,25.99588065,27.22229355,2000.004839,15:11:15,0.708763723,0.664,15.4475,4640.638856,62.76766319
PL,Apr-13,6,8,-0.953,-0.705,15:41:00,0.001157849,5.922257455,396.8107586,220.4030311,0.057738202,56.6682344,2.008032618,26.84066897,28.9811,2000.007586,14:41:19,0.555436127,0.248,14.91555556,5114.878931,102.5708673
AB,Apr-13,6,9,-1.054,-0.861,16:50:00,0.000292784,1.671466049,399.1149667,193.9106022,0.013754448,52.37972307,2.109347782,25.35773333,28.0716,2000.012667,15:50:33,0.485851492,0.193,16.13861111,5708.870871,121.521856
AE,Apr-13,6,9,-1.256,-0.782,16:20:00,0.001556613,10.10527049,394.6359655,210.2752766,0.093835269,59.42350583,1.679737068,25.82473448,27.40012414,1999.99931,15:20:44,0.532833535,0.474,15.60694444,6491.83226,107.6916025
AF,Apr-13,6,9,-0.715,-0.44,16:56:00,0.000795805,5.628819627,397.0317,152.4218899,0.038600204,52.89100737,2.057691365,25.07288,27.78153,2000.006667,15:56:05,0.383903577,0.275,16.245,7073.114176,145.823572
EF,Apr-13,6,9,-2.158,-1.31,16:31:00,0.003219031,17.78070374,390.4973793,228.6607636,0.194201908,57.83860827,1.723924025,25.97863448,27.44176207,1999.979655,15:31:32,0.585562863,0.848,15.80194444,5523.619915,91.55782208
ER,Apr-13,6,9,-1.418,-0.796,16:40:00,0.002382785,12.02028733,393.5202759,230.0455669,0.128745337,54.89608072,1.891620867,26.14297931,27.84045172,2000.008621,15:40:41,0.584583771,0.622,15.96138889,5044.637821,93.36483643
HD,Apr-13,6,9,-1.178,-0.463,17:06:00,0.003917778,18.09279139,390.1934483,270.6695489,0.276557211,57.13163674,1.508714458,24.60454138,25.53706897,2000.001379,16:06:57,0.693680404,0.715,16.42222222,4618.125731,65.42151378
PL,Apr-13,6,9,-1.302,-0.948,16:35:00,0.00293463,11.60229401,393.6281333,269.708542,0.168886114,55.32704032,1.795039963,26.40433,27.59911667,1999.988667,15:35:12,0.685186142,0.354,15.87277778,3953.579841,68.69892222
AB,Apr-13,6,10,-0.623,-0.391,17:42:00,8.50E-05,0.254922637,399.8739677,290.7564688,0.004172499,48.81623797,2.019072855,23.91697097,26.49238387,2000.001935,16:42:29,0.727120274,0.232,17.06055556,2999.089847,61.09591326
AE,Apr-13,6,10,-0.821,-0.535,17:14:00,0.000904269,4.873794865,397.3788621,238.7068205,0.052699149,51.49502945,1.724228961,24.41684828,25.65271034,2000.004828,16:14:46,0.600703367,0.286,16.56416667,5389.762189,92.48336942
AF,Apr-13,6,10,-0.718,-0.459,17:47:00,0.00073781,5.383379412,397.1827241,155.4426906,0.037309233,49.89851846,1.978027673,23.75811034,26.38008621,2000.011034,16:47:53,0.391363172,0.259,17.14916667,7296.430534,144.290809
EF,Apr-13,6,10,-1.613,-0.882,17:18:00,0.00196306,11.86492807,393.6883,213.5112681,0.113647737,53.07354218,1.763743891,24.22099,26.00124333,2000,16:18:56,0.542335823,0.731,16.635,6044.098535,104.400918
ER,Apr-13,6,10,-0.738,-0.556,17:38:00,0.002046278,12.54874949,393.3219333,211.0296302,0.11883744,52.49169078,1.761319769,23.91006,25.7515,2000.001,16:38:23,0.536531559,0.182,16.98944444,6132.475397,105.5959257
HD,Apr-13,6,10,-1.178,-0.721,17:53:00,0.00427736,15.11766173,391.6109655,303.8215159,0.326029313,56.26765011,1.417951834,23.49130345,24.31622759,2000.007241,16:53:41,0.775824843,0.457,17.25527778,3534.344018,46.36902612
PL,Apr-13,6,10,-0.923,-0.545,17:26:00,8.83E-05,0.243742137,399.8843793,308.7268985,0.004832753,49.12176994,1.81214812,24.26945517,25.66177931,2000.004483,16:26:28,0.772040406,0.378,16.77694444,2760.386602,50.43546339
AB,Apr-13,6,11,NA,NA,18:35:00,0,0,400,NA,0,NA,NA,NA,NA,NA,17:35:00,NA,NA,18,NA,NA
AE,Apr-13,6,11,NA,NA,18:35:00,0,0,400,NA,0,NA,NA,NA,NA,NA,17:35:00,NA,NA,18,NA,NA
AF,Apr-13,6,11,NA,NA,18:35:00,0,0,400,NA,0,NA,NA,NA,NA,NA,17:35:00,NA,NA,18,NA,NA
EF,Apr-13,6,11,NA,NA,18:35:00,0,0,400,NA,0,NA,NA,NA,NA,NA,17:35:00,NA,NA,18,NA,NA
ER,Apr-13,6,11,NA,NA,18:35:00,0,0,400,NA,0,NA,NA,NA,NA,NA,17:35:00,NA,NA,18,NA,NA
HD,Apr-13,6,11,NA,NA,18:35:00,0,0,400,NA,0,NA,NA,NA,NA,NA,17:35:00,NA,NA,18,NA,NA
PL,Apr-13,6,11,NA,NA,18:35:00,0,0,400,NA,0,NA,NA,NA,NA,NA,17:35:00,NA,NA,18,NA,NA
